"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-05","9.17","0.00","0.0",,"72","50",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-06","14.09","0.00","0.0",,"83","57",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-07","9.17","0.00","0.0",,"84","69",,,,,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-08","7.61","0.00","0.0",,"86","68","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-09","8.95","2.19","0.0",,"93","70","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-10","10.51","0.00","0.0",,"82","66",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-11","17.45","0.00","0.0",,"76","63",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-12","9.40","0.00","0.0",,"81","57",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-13","6.26","0.00","0.0",,"80","58",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-14","6.26","0.00","0.0",,"89","64",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-15","7.38","0.21","0.0",,"75","61","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-16","5.14","0.00","0.0",,"85","63","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-17","6.71","0.00","0.0",,"85","67","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-18","10.51","0.22","0.0",,"88","68","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-19","10.74","0.15","0.0",,"86","67","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-20","10.29","0.00","0.0",,"84","63",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-21","9.40","0.00","0.0",,"90","73",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-22","8.72","0.06","0.0",,"89","67","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-23","9.17","0.03","0.0",,"86","72","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-24","10.07","0.01","0.0",,"82","67",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-25","7.61","0.00","0.0",,"85","62",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-26","10.07","0.00","0.0",,"88","67",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-27","8.72","0.00","0.0",,"89","71",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-28","8.05","0.00","0.0",,"91","70","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-29","10.29","0.13","0.0",,"97","73","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-06-30","10.51","0.06","0.0",,"93","75","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-01","11.41","0.44","0.0",,"90","69",,,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-02","12.08","0.00","0.0",,"84","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-03","9.84","0.00","0.0",,"90","66","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-04","12.08","0.00","0.0",,"95","71",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-05","9.17","0.78","0.0",,"100","72","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-06","8.50","0.00","0.0",,"91","74",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-07","10.29","0.00","0.0",,"79","71",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-08","9.62","0.00","0.0",,"84","70",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-09","10.29","0.00","0.0",,"96","76",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-10","9.17","0.00","0.0",,"94","78",,,,,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-11","8.50","0.14","0.0",,"87","70","    1",,"    1",,,,,"    1",,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-12","7.83","0.72","0.0",,"89","70","    1",,"    1",,,,,"    1",,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-13","12.53","0.00","0.0",,"70","63","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-14","8.05","1.22","0.0",,"83","68","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-15","12.75","0.01","0.0",,"85","73",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-16","5.59","0.00","0.0",,"85","68","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-17","6.04","0.00","0.0",,"87","70","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-18","8.50","0.00","0.0",,"88","70","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-19","8.50","0.00","0.0",,"91","74",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-20","8.95","0.00","0.0",,"90","72",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-21","6.04","0.39","0.0",,"92","72","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-22","6.26","0.00","0.0",,"90","72","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-23","10.74","0.03","0.0",,"90","74","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-24","10.29","0.00","0.0",,"86","69",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-25","8.72","0.00","0.0",,"89","69",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-26","10.07","0.00","0.0",,"90","71",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-27","11.41","0.00","0.0",,"85","73","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-28","9.40","0.00","0.0",,"86","72",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-29","9.84","0.05","0.0",,"83","72","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-30","6.49","0.00","0.0",,"85","71",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-07-31","12.30","0.00","0.0",,"90","70",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-01","11.63","0.00","0.0",,"85","64",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-02","6.93","0.00","0.0",,"87","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-03","6.04","0.00","0.0",,"89","66",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-04","9.17","0.00","0.0",,"90","68",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-05","10.96","1.55","0.0",,"84","71",,,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-06","6.71","0.40","0.0",,"82","72","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-07","9.84","0.00","0.0",,"83","70","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-08","5.59","0.00","0.0",,"87","66","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-09","8.72","1.93","0.0",,"73","67","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-10","8.05","0.51","0.0",,"78","67","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-11","5.59","0.00","0.0",,"86","70","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-12","6.26","0.00","0.0",,"87","68","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-13","10.51","1.03","0.0",,"91","72","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-14","7.61","0.00","0.0",,"85","71","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-15","6.71","0.00","0.0",,"86","70","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-16","5.14","0.00","0.0",,"85","72","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-17","5.59","0.00","0.0",,"87","71","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-18","7.38","0.00","0.0",,"87","70",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-19","7.83","0.00","0.0",,"90","72",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-20","12.75","0.57","0.0",,"72","64","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-21","8.72","0.03","0.0",,"72","62","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-22","10.07","0.53","0.0",,"71","66","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-23","10.29","0.14","0.0",,"73","67","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-24","6.49","0.00","0.0",,"81","70","    1",,,,,,,"    1",,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-25","5.37","0.02","0.0",,"85","71","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-26","4.70","0.00","0.0",,"91","72","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-27","7.16","0.00","0.0",,"90","72","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-28","7.38","0.00","0.0",,"93","74","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-29","9.17","0.03","0.0",,"90","72","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-30","7.61","0.00","0.0",,"85","66",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-08-31","5.82","0.00","0.0",,"85","64",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-01","8.50","0.00","0.0",,"83","66",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-02","7.16","0.00","0.0",,"90","68",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-03","10.96","0.00","0.0",,"84","70",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-04","6.71","0.00","0.0",,"80","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-05","7.61","0.00","0.0",,"82","62",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-06","6.71","0.00","0.0",,"89","70","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-07","9.40","0.00","0.0",,"93","74","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-08","11.18","0.00","0.0",,"77","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-09","9.40","0.00","0.0",,"73","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-10","8.05","0.00","0.0",,"87","69","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-11","4.03","0.00","0.0",,"89","65",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-12","4.70","0.00","0.0",,"86","70","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-13","5.82","0.14","0.0",,"75","70","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-14","7.38","0.00","0.0",,"79","68","    1",,,,,,,"    1",,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-15","12.08","0.01","0.0",,"80","63","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-16","8.50","0.42","0.0",,"77","57","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-17","13.87","0.00","0.0",,"65","51",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-18","7.61","0.00","0.0",,"67","46",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-19","8.95","0.01","0.0",,"66","55","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-20","11.41","0.00","0.0",,"76","62",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-21","8.05","0.00","0.0",,"73","55",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-22","10.07","0.17","0.0",,"77","60","    1",,,,,,,"    1",,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-23","11.41","0.00","0.0",,"68","52",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-24","8.72","0.00","0.0",,"68","48",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-25","8.72","0.00","0.0",,"73","48",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-26","7.61","0.06","0.0",,"70","56","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-27","5.82","0.00","0.0",,"78","53","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-28","5.59","0.00","0.0",,"78","57","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-29","8.05","0.00","0.0",,"79","62","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-09-30","10.07","0.06","0.0",,"81","60","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-01","8.95","0.00","0.0",,"73","54",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-02","9.40","0.00","0.0",,"74","54",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-03","7.38","0.00","0.0",,"75","49",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-04","12.75","0.11","0.0",,"78","54","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-05","8.72","0.00","0.0",,"79","51",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-06","9.40","0.00","0.0",,"84","56",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-07","7.61","0.00","0.0",,"85","57",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-08","7.61","0.00","0.0",,"83","64",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-09","12.08","0.00","0.0",,"86","71",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-10","10.74","0.10","0.0",,"86","69","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-11","12.53","0.06","0.0",,"79","65",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-12","6.04","0.02","0.0",,"81","65","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-13","6.26","0.03","0.0",,"81","72","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-14","8.72","0.00","0.0",,"80","67",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-15","9.62","0.00","0.0",,"79","58","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-16","4.92","0.00","0.0",,"72","50",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-17","8.50","0.00","0.0",,"76","51",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-18","16.78","1.67","0.0",,"73","50","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-19","16.55","0.00","0.0",,"58","45",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-20","9.40","0.00","0.0",,"62","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-21","6.93","0.00","0.0",,"68","46","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-22","6.71","0.14","0.0",,"71","57","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-23","12.08","1.17","0.0",,"68","60","    1",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-24","11.41","0.00","0.0",,"66","50",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-25","12.53","0.00","0.0",,"65","47",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-26","21.70","0.00","0.0",,"54","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-27","8.95","0.00","0.0",,"57","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-28","12.53","0.00","0.0",,"62","44",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-29","10.29","0.00","0.0",,"56","41",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-30","6.93","0.00","0.0",,"62","36",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-10-31","4.47","0.00","0.0",,"73","45",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-01","6.26","0.00","0.0",,"75","48","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-02","6.71","0.00","0.0",,"77","50","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-03","7.16","0.00","0.0",,"79","50","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-04","4.25","0.00","0.0",,"75","50","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-05","9.62","0.00","0.0",,"73","51","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-06","13.87","0.06","0.0",,"66","44","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-07","8.05","0.00","0.0",,"55","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-08","12.53","0.00","0.0",,"51","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-09","7.38","0.05","0.0",,"53","36","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-10","13.87","1.77","0.0",,"56","43","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-11","13.65","0.00","0.0",,"57","43",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-12","12.97","0.00","0.0",,"53","39",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-13","12.97","0.00","0.0",,"50","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1990-11-14","8.95","0.00","0.0",,"53","35",,,,,,,,,,,,,,,,,,,,
